name,demand,cutoff,yield,trueyield,preferability
Bryn Mawr College,365,0.7981016099631706,0.34,0.0024008914789960143,0.001136875712813416
Tulane University of Louisiana,1609,0.8090717177353464,0.2,0.01119175773194759,0.005657923754242517
Georgia Institute of Technology-Main Campus,3044,0.810466536127534,0.38,0.021329038098788198,0.01087799280149124
Colby College,483,0.8114906951923195,0.34,0.0034027250680920057,0.0017459435558197648
Brandeis University,833,0.8124902192441339,0.24,0.005899749838113967,0.003045141551869428
University of Michigan-Ann Arbor,6200,0.8130202807917143,0.4,0.044036187060528316,0.022799844338299236
Davidson College,483,0.8146675969575123,0.4,0.0034610533641580158,0.0018067787664721195
Macalester College,555,0.8153250461524785,0.24,0.0039911449948035775,0.00209038820222135
Barnard College,580,0.8155670093335868,0.5,0.004176398264391024,0.0021900498025043042
University of Rochester,1472,0.8191158924072817,0.24,0.010807367508283977,0.005769552024269548
University of California-Berkeley,4162,0.8213658240736407,0.37,0.030942118618144193,0.016707616863538312
New York University,5207,0.8256319655263834,0.35,0.039658220875331406,0.021848284676955307
College of William and Mary,1479,0.8264159871941343,0.32,0.011315427640168862,0.006254251453381687
University of Virginia-Main Campus,3520,0.8289432333142985,0.41,0.027328445347769688,0.015261736507782816
Oberlin College,781,0.8293978858003619,0.35,0.0060796579595155465,0.003400989466724725
Cooper Union for the Advancement of Science and Art,186,0.8295795648385419,0.75,0.001449451860121165,0.0008113690663707698
Emory University,1363,0.8371868690894609,0.3,0.011117802365500827,0.0064092151776003504
Case Western Reserve University,1252,0.8380852275004175,0.16,0.010269052556234488,0.0059409617589838044
Reed College,354,0.8402076979680042,0.25,0.0029421169377209793,0.0017161626756445687
Scripps College,272,0.8426790021041334,0.32,0.00229612080218194,0.001352568903565001
University of Southern California,2922,0.850887054297172,0.31,0.026024199737729594,0.015882666504809868
Boston College,2215,0.8513408845855451,0.28,0.01978767223103047,0.012099380843759926
Hamilton College,491,0.861783735462946,0.36,0.004717749337462172,0.003015087622368334
Northeastern University,2891,0.8640110665934615,0.19,0.028233001148085447,0.01823189467750622
Wesleyan University,752,0.8655812843351203,0.36,0.00742968875620019,0.00483025083015034
Middlebury College,598,0.8679633199461655,0.39,0.006014771175410941,0.0039507620118629586
Washington and Lee University,480,0.8679840541911831,0.42,0.004828668238552534,0.0031719612019986275
Vassar College,666,0.8696408321397618,0.36,0.006784926873767824,0.004488766511050748
Claremont McKenna College,337,0.8727467962850874,0.52,0.00351701076489494,0.002358492200856201
Haverford College,330,0.8740534295010953,0.39,0.0034796864762911294,0.0023471810220036557
Carleton College,527,0.8758521801183043,0.36,0.0056374673470008,0.003834016393900312
Wellesley College,595,0.8822464950668626,0.43,0.006710511803493733,0.004707711186838198
Johns Hopkins University,1390,0.895375930094216,0.36,0.017643945665541293,0.013376827938545721
Cornell University,3223,0.8983923211754432,0.52,0.04212561913589995,0.03258865578765957
Tufts University,1314,0.9011937202238008,0.38,0.01766132730933089,0.013896337844820802
Bowdoin College,497,0.9020733699356126,0.47,0.006740127328680385,0.005330802032393049
Carnegie Mellon University,1442,0.9034710523812601,0.3,0.019839019787561248,0.015820454349356743
Brown University,1543,0.9065484382641691,0.58,0.02192763957712613,0.017797236356687174
Amherst College,466,0.9088028366250921,0.41,0.006786050828143657,0.0055776746788076155
Williams College,547,0.9124833066296557,0.45,0.008300589708429104,0.006972145265452835
Dartmouth College,1098,0.9168537427510481,0.49,0.017537680631245476,0.015148048014117158
Duke University,1714,0.9180106538737844,0.42,0.027762969523689642,0.02415908324117496
Swarthmore College,388,0.9184744690490684,0.41,0.006320488002978937,0.005514891986821966
University of Pennsylvania,2421,0.920665148228257,0.63,0.040526891756164994,0.035820325243001445
Rice University,978,0.922805978118627,0.38,0.016825489494304065,0.015037824186111827
Northwestern University,2037,0.9267614348495263,0.41,0.03693717894498816,0.033707477366154016
Pomona College,397,0.9282462507306295,0.4,0.0073478186612537695,0.006752973986288069
Stanford University,1677,0.930724217635419,0.76,0.032148753969089304,0.029906772057361072
Vanderbilt University,1613,0.9320208757237771,0.41,0.0315116630111755,0.02948112381711662
Columbia University in the City of New York,1415,0.9338412926737444,0.6,0.028404160012679314,0.026760072508319587
Washington University in St Louis,1610,0.9364358985581124,0.34,0.03363771492016981,0.03197525846057723
Harvey Mudd College,217,0.9418959506915724,0.34,0.004959819317851573,0.004795890972472707
Princeton University,1285,0.9445041708103011,0.65,0.0307507211110517,0.030007106895331252
University of Chicago,1426,0.948961709730702,0.53,0.0371052984939597,0.03672547652824177
Massachusetts Institute of Technology,1115,0.9514915409903109,0.72,0.03052600075406995,0.030417525670831353
Harvard University,1659,0.9526307799577608,0.81,0.04651174931994582,0.04645610612665606
Yale University,1356,0.9527484953842974,0.66,0.03811154623298295,0.038070421232116076
California Institute of Technology,249,0.9590225465522962,0.43,0.008069876774098001,0.008069876774098001
